"id","id_user","ari","characters","complexwords","syllables","sentences","words","class","class2"
"30,421","21,750",14.993,"1,480",44,497,11,316,ordinary,ordinary
"34,260","25,207",17.528,161,3,53,1,40,ordinary,ordinary
"28,978","20,705",5.259,177,6,60,4,38,ordinary,ordinary
"14,685","12,009",4.725,109,3,35,3,23,ordinary,ordinary
"27,689","19,767",4.635,378,14,134,7,91,ordinary,ordinary
"32,190","23,093",0.97,175,5,64,6,44,ordinary,ordinary
"33,988","12,092",10.67,842,37,304,9,179,ordinary,ordinary
"29,071","20,766",11.69,530,23,196,5,116,ordinary,ordinary
"28,295","20,176",9.332,499,18,176,6,108,ordinary,ordinary
"26,105","18,490",10.509,260,9,93,3,53,ordinary,ordinary
"37,942","17,512",7.385,214,7,74,4,43,ordinary,ordinary
"14,467","11,911",7.666,384,14,146,5,90,ordinary,ordinary
"29,515","21,088",17.695,650,21,233,4,156,ordinary,ordinary
"32,764","20,993",4.936,129,3,46,3,28,ordinary,ordinary
"23,413","16,864",8.68,508,12,170,6,118,ordinary,ordinary
"6,951","8,629",17.915,485,23,179,3,103,ordinary,ordinary
"24,597","17,653",9.434,372,16,138,6,70,ordinary,ordinary
"25,760","17,942",11.33,532,17,176,6,104,ordinary,ordinary
"25,075","17,942",8.209,313,7,100,4,71,ordinary,ordinary
"11,175","10,390",10.799,944,30,322,9,226,ordinary,ordinary
"22,701","16,355",5.032,226,4,75,4,54,ordinary,ordinary
"24,626","17,680",1.555,91,0,32,2,26,ordinary,ordinary
"33,057","23,953",11.841,452,11,163,4,107,ordinary,ordinary
"16,349","13,058",0.993,172,5,63,6,43,ordinary,ordinary
"9,758","9,781",6.607,466,16,167,7,108,ordinary,ordinary
"9,532","9,675",2.478,327,6,116,8,82,ordinary,ordinary
"31,563","22,595",5.029,320,7,110,5,83,ordinary,ordinary
"31,562","22,595",7.835,347,7,125,4,92,ordinary,ordinary
"30,388","21,725",9.208,144,5,49,2,29,ordinary,ordinary
"29,492","21,069",6.556,199,10,68,4,41,ordinary,ordinary
"24,882","17,837",9.88,270,9,90,4,51,ordinary,ordinary
"8,685","9,400",3.938,232,4,78,5,55,ordinary,ordinary
"27,401","19,570",6.835,"3,383",88,"1,139",48,799,ordinary,ordinary
"25,732","18,357",13.522,600,21,208,5,127,ordinary,ordinary
"25,736","18,357",13.678,120,5,43,1,25,ordinary,ordinary
"26,503","18,902",10.774,"1,011",36,358,10,230,ordinary,ordinary
"35,134","26,165",11.346,617,21,213,6,135,ordinary,ordinary
"36,145","27,091",1.509,182,6,67,5,47,ordinary,ordinary
"36,053","27,091",4.487,489,8,168,8,129,ordinary,ordinary
"35,047","26,082",5.749,273,8,90,5,61,ordinary,ordinary
"33,370","24,298",5.003,294,11,107,5,72,ordinary,ordinary
"37,818","28,489",4.313,239,5,83,4,63,ordinary,ordinary
"23,531","16,939",3.857,292,8,100,6,71,ordinary,ordinary
"18,701","14,284",1.359,126,3,47,3,35,ordinary,ordinary
"20,115","15,035",5.001,182,6,68,4,40,ordinary,ordinary
"28,387","20,233",8.089,173,3,57,2,44,ordinary,ordinary
"4,148","7,474",16.615,256,13,87,2,45,ordinary,ordinary
"4,146","7,474",12.566,317,14,112,3,64,ordinary,ordinary
"4,150","7,474",9.761,60,3,22,1,11,ordinary,ordinary
"4,142","7,474",8.905,58,2,19,1,11,ordinary,ordinary
"4,140","7,474",17.33,126,9,46,1,21,ordinary,ordinary
"4,138","7,474",14.71,111,8,46,1,20,ordinary,ordinary
"4,136","7,474",15.908,146,4,52,1,33,ordinary,ordinary
"4,134","7,474",14.475,110,6,38,1,20,ordinary,ordinary
"4,152","7,474",15.04,49,3,20,1,7,ordinary,ordinary
"4,144","7,474",14.043,70,4,23,1,11,ordinary,ordinary
"36,956","27,826",6.396,350,6,116,6,77,ordinary,ordinary
"37,070","27,826",13.754,163,10,55,2,27,ordinary,ordinary
"13,736","11,545",1.271,142,4,53,4,37,ordinary,ordinary
"25,816","18,426",4.414,104,2,35,2,25,ordinary,ordinary
"22,542","16,271",8.371,356,6,124,4,91,ordinary,ordinary
"27,721","19,785",3.193,112,4,39,3,26,ordinary,ordinary
"36,969","27,845",2.574,186,2,64,4,49,ordinary,ordinary
"29,993","21,429",15.56,"1,162",17,396,8,297,ordinary,ordinary
"32,399","23,237",8.583,174,7,62,2,42,ordinary,ordinary
"19,865","14,905",10.863,753,31,258,9,147,ordinary,ordinary
"33,491","24,392",7.159,316,18,119,6,64,ordinary,ordinary
"23,240","16,758",9.324,740,21,258,8,177,ordinary,ordinary
"34,177","25,098",8.262,113,7,44,2,22,ordinary,ordinary
"21,892","15,334",10.559,612,26,217,7,125,ordinary,ordinary
"28,224","20,118",11.098,306,13,107,3,68,ordinary,ordinary
"28,459","20,312",5.59,211,7,79,4,47,ordinary,ordinary
"25,799","18,404",4.728,317,5,100,6,75,ordinary,ordinary
"14,051","11,676",7.999,431,17,152,6,94,ordinary,ordinary
"23,769","17,096",0.757,129,5,51,5,32,ordinary,ordinary
"24,466","15,996",1.483,112,3,41,4,27,ordinary,ordinary
"16,058","12,871",6.168,309,12,110,5,71,ordinary,ordinary
"36,078","27,109",-0.243,162,3,56,5,46,ordinary,ordinary
"17,499","13,629",0.896,"1,435",29,491,54,355,ordinary,ordinary
"31,317","22,434",4.391,85,4,32,2,19,ordinary,ordinary
"32,388","22,623",7.264,416,16,162,5,112,ordinary,ordinary
"36,643","27,574",5.918,308,13,112,5,72,ordinary,ordinary
"28,571","20,383",0.221,254,4,89,8,69,ordinary,ordinary
"36,723","25,516",8.834,266,11,98,4,53,ordinary,ordinary
"26,050","18,591",4.278,345,8,110,8,78,ordinary,ordinary
"32,357","15,365",6.323,215,5,77,3,54,ordinary,ordinary
"37,244","28,091",3.152,80,4,31,2,19,ordinary,ordinary
"10,413","10,018",6.655,163,4,58,2,47,ordinary,ordinary
"19,576","14,745",14.452,900,41,321,7,190,ordinary,ordinary
"24,962","17,878",7.287,962,34,329,15,208,ordinary,ordinary
"36,055","27,092",5.261,217,8,78,4,50,ordinary,ordinary
"8,636","9,379",7.74,351,11,124,5,77,ordinary,ordinary
"26,477","18,887",10.783,507,23,186,6,100,ordinary,ordinary
"30,326","21,678",12.987,698,29,261,6,150,ordinary,ordinary
"26,408","18,847",6.787,140,5,50,3,28,ordinary,ordinary
"26,375","18,821",5.4,415,15,152,8,93,ordinary,ordinary
"35,030","26,033",15.89,586,17,198,4,135,ordinary,ordinary
"34,998","26,033",13.788,"1,015",33,348,8,228,ordinary,ordinary
"34,009","24,862",5.134,111,5,39,3,23,ordinary,ordinary
"32,894","23,803",6.836,797,33,278,13,174,ordinary,ordinary
"29,968","21,412",6.02,350,12,125,6,79,ordinary,ordinary
"34,834","25,805",9.255,359,17,128,5,72,ordinary,ordinary
"25,109","17,953",10.276,635,20,209,7,136,ordinary,ordinary
"26,324","18,786",12.823,"2,073",53,727,17,498,ordinary,ordinary
"36,129","27,110",7.66,164,1,54,2,41,ordinary,ordinary
"28,232","20,122",5.196,614,5,198,10,152,ordinary,ordinary
"11,915","10,754",0.841,105,1,35,4,26,ordinary,ordinary
"34,421","25,360",5.42,303,7,104,5,73,ordinary,ordinary
"36,278","27,290",3.235,203,6,77,4,53,ordinary,ordinary
"30,154","21,563",6.797,356,6,114,5,85,ordinary,ordinary
"14,347","11,842",1.628,128,2,46,3,35,ordinary,ordinary
"26,293","18,747",3.493,166,4,55,4,39,ordinary,ordinary
"25,715","18,342",8.077,381,10,118,6,78,ordinary,ordinary
"30,107","21,538",7.206,640,30,244,10,139,ordinary,ordinary
"37,004","27,872",5.707,141,4,48,3,30,ordinary,ordinary
"9,152","9,557",3.968,114,3,42,2,30,ordinary,ordinary
"36,316","27,330",3.59,422,9,142,9,103,ordinary,ordinary
"12,549","11,023",4.454,149,7,53,3,35,ordinary,ordinary
"33,784","24,658",7.475,66,3,27,2,12,ordinary,ordinary
"26,279","18,731",4.159,412,17,161,7,109,ordinary,ordinary
"28,559","20,370",8.179,536,26,195,7,120,ordinary,ordinary
"30,255","21,624",17.263,"1,099",39,378,7,241,ordinary,ordinary
"32,883","23,797",6.997,133,6,48,3,26,ordinary,ordinary
"14,062","11,686",6.345,284,9,98,5,62,ordinary,ordinary
"28,250","20,131",7.52,593,22,212,8,137,ordinary,ordinary
"36,497","27,468",6.29,204,9,77,4,43,ordinary,ordinary
"23,712","17,041",11.567,422,17,143,4,93,ordinary,ordinary
"33,875","24,724",9.697,493,17,168,6,103,ordinary,ordinary
"24,181","17,363",4.771,223,7,80,4,54,ordinary,ordinary
"14,383","11,862",12.473,406,19,148,4,80,ordinary,ordinary
"31,395","22,495",11.438,319,12,118,3,72,ordinary,ordinary
"23,175","16,716",3.124,147,4,48,3,38,ordinary,ordinary
"36,134","27,168",5.926,588,21,223,8,159,ordinary,ordinary
"35,060","26,092",13.781,658,20,241,5,174,ordinary,ordinary
"37,953","28,650",2.939,350,7,128,7,93,ordinary,ordinary
"22,239","16,042",6.335,208,8,76,4,44,ordinary,ordinary
"36,595","27,535",5.366,124,5,46,3,26,ordinary,ordinary
"36,201","27,218",4.616,213,7,72,4,51,ordinary,ordinary
"36,175","27,195",-1.73,80,0,27,3,24,ordinary,ordinary
"26,136","18,644",-0.311,66,2,24,3,17,ordinary,ordinary
"16,842","13,306",5.556,74,4,27,2,15,ordinary,ordinary
"30,450","21,764",9.475,289,6,99,3,72,ordinary,ordinary
"14,971","12,176",8.84,256,7,90,3,59,ordinary,ordinary
"21,419","15,622",7.832,447,11,155,6,101,ordinary,ordinary
"15,155","12,251",5.867,319,11,108,6,70,ordinary,ordinary
"31,533","22,565",6.109,113,2,37,2,25,ordinary,ordinary
"25,546","18,249",9.536,517,12,172,6,113,ordinary,ordinary
"22,751","16,381",3.831,150,7,53,3,37,ordinary,ordinary
"20,063","15,012",6.06,191,6,67,4,40,ordinary,ordinary
"26,144","18,651",3.13,163,5,58,4,39,ordinary,ordinary
"24,540","17,611",0.689,101,3,38,3,27,ordinary,ordinary
"22,445","16,194",3.223,176,3,60,4,43,ordinary,ordinary
"27,409","19,576",9.291,"1,544",63,532,19,330,ordinary,ordinary
"38,113","27,773",13.686,509,16,174,4,117,ordinary,ordinary
"36,899","27,773",5.531,160,8,59,4,33,ordinary,ordinary
"35,261","26,260",12.795,597,21,202,5,137,ordinary,ordinary
"28,229","19,178",9.681,391,12,149,4,97,ordinary,ordinary
"20,954","15,376",6.94,251,9,87,4,55,ordinary,ordinary
"33,534","24,433",6.73,403,6,125,6,93,ordinary,ordinary
"14,457","11,904",15.562,669,25,225,5,133,ordinary,ordinary
"25,727","18,353",12.369,606,11,220,5,173,ordinary,ordinary
"15,947","12,814",25.858,528,16,275,3,214,ordinary,ordinary
"31,596","22,626",7.039,"1,058",33,358,18,224,ordinary,ordinary
"17,474","13,622",7.164,220,9,86,3,52,ordinary,ordinary
"33,843","24,727",2.504,142,1,44,3,38,ordinary,ordinary
"29,927","21,371",12.636,358,16,125,4,65,ordinary,ordinary
"24,669","17,701",7.744,535,13,200,6,155,ordinary,ordinary
"7,834","8,989",3.523,109,2,38,2,29,ordinary,ordinary
"30,462","21,777",6.052,150,3,53,2,41,ordinary,ordinary
"37,044","27,904",5.892,313,7,110,5,74,ordinary,ordinary
"16,700","12,562",7.116,463,8,162,6,115,ordinary,ordinary
"27,313","19,463",10.344,197,12,74,3,36,ordinary,ordinary
"30,351","21,691",1.709,184,4,66,5,47,ordinary,ordinary
"34,409","25,345",8.097,458,15,158,6,103,ordinary,ordinary
"24,386","17,402",1.166,64,4,27,3,15,ordinary,ordinary
"20,094","15,025",10.632,"1,264",39,439,12,313,ordinary,ordinary
"37,885","28,595",10.387,105,3,40,1,27,ordinary,ordinary
"21,019","14,598",8.182,124,6,43,2,25,ordinary,ordinary
"25,282","18,103",11.879,189,9,64,2,37,ordinary,ordinary
"37,213","28,065",-1.134,97,3,40,4,27,ordinary,ordinary
"37,041","27,900",4.593,99,6,38,2,23,ordinary,ordinary
"35,274","26,274",2.882,100,4,37,3,23,ordinary,ordinary
"29,613","21,144",9.099,121,6,44,2,23,ordinary,ordinary
"25,960","18,503",8.271,781,28,284,10,176,ordinary,ordinary
"19,367","14,623",8.815,418,17,149,6,85,ordinary,ordinary
"29,429","21,031",5.54,147,7,56,3,32,ordinary,ordinary
"30,391","21,728",4.213,153,5,54,3,37,ordinary,ordinary
"34,432","25,064",6.844,231,8,86,3,59,ordinary,ordinary
"31,325","22,441",24.479,"1,566",65,546,7,318,ordinary,ordinary
"36,383","27,376",5.887,140,3,49,2,36,ordinary,ordinary
"19,317","14,597",6.709,257,8,85,5,53,ordinary,ordinary
"33,782","24,653",4.951,143,6,49,3,32,ordinary,ordinary
"31,484","22,542",10.845,233,11,82,3,44,ordinary,ordinary
"25,498","18,216",13.051,698,23,242,6,149,ordinary,ordinary
"26,134","18,216",13.17,719,31,262,6,158,ordinary,ordinary
"29,096","20,786",5.947,"1,155",38,411,18,276,ordinary,ordinary
"37,222","28,075",6.707,413,12,139,6,97,ordinary,ordinary
"6,705","8,522",7.815,453,21,166,7,95,ordinary,ordinary
"37,189","28,047",5.959,248,7,85,4,58,ordinary,ordinary
"25,269","18,078",1.503,318,9,114,8,85,ordinary,ordinary
"31,098","22,259",5.933,549,13,198,8,138,ordinary,ordinary
"32,238","23,112",4.375,417,9,148,7,109,ordinary,ordinary
"31,457","22,527",3.771,236,10,84,5,57,ordinary,ordinary
"25,888","10,991",7.842,473,15,157,7,101,ordinary,ordinary
"7,064","8,576",8.942,456,15,155,6,96,ordinary,ordinary
"31,356","22,468",9.795,906,39,339,10,202,ordinary,ordinary
"25,588","14,843",18.269,489,24,178,3,100,ordinary,ordinary
"25,474","14,843",9.545,664,23,242,7,160,ordinary,ordinary
"36,290","27,306",5.621,298,6,105,5,70,ordinary,ordinary
"31,080","22,247",7.096,262,8,87,4,58,ordinary,ordinary
"32,761","23,683",4.072,164,7,60,4,37,ordinary,ordinary
"34,040","24,887",21.169,530,26,168,3,91,ordinary,ordinary
"18,994","14,430",11.83,648,21,220,6,143,ordinary,ordinary
"15,468","12,473",9.969,"1,265",41,447,13,300,ordinary,ordinary
"33,961","23,978",6.446,236,12,90,4,52,ordinary,ordinary
"28,804","20,569",4.15,527,6,173,9,139,ordinary,ordinary
"22,625","16,307",15.159,986,27,339,7,232,ordinary,ordinary
"33,413","24,340",14.659,"1,004",42,359,8,201,ordinary,ordinary
"8,160","9,153",2.305,162,4,58,4,41,ordinary,ordinary
"31,483","22,540",1.659,283,5,109,6,82,ordinary,ordinary
"31,401","22,146",8.513,539,20,196,7,118,ordinary,ordinary
"15,851","12,735",8.313,156,4,55,2,35,ordinary,ordinary
"15,892","12,735",18.554,168,6,64,1,44,ordinary,ordinary
"37,870","28,587",6.967,453,13,150,8,95,ordinary,ordinary
"26,037","18,581",2.189,154,3,60,3,45,ordinary,ordinary
"36,174","26,188",-2.535,59,0,22,2,20,ordinary,ordinary
"18,384","14,088",5.351,96,3,33,2,21,ordinary,ordinary
"37,170","28,031",3.676,147,6,50,4,33,ordinary,ordinary
"31,279","21,356",4.335,114,1,38,2,29,ordinary,ordinary
"28,831","20,593",5.907,102,5,37,2,22,ordinary,ordinary
"11,642","10,655",2.154,224,4,80,5,60,ordinary,ordinary
"28,764","20,541",5.89,393,16,146,7,88,ordinary,ordinary
"35,306","26,307",1.919,114,2,39,3,29,ordinary,ordinary
"35,309","26,307",5.54,452,15,151,8,104,ordinary,ordinary
"26,145","18,652",7.654,490,22,183,7,108,ordinary,ordinary
"19,918","14,935",7.461,"2,214",34,739,27,567,ordinary,ordinary
"15,099","12,231",2.198,262,9,92,7,65,ordinary,ordinary
"25,517","18,228",8.575,299,13,111,4,64,ordinary,ordinary
"30,781","22,049",8.806,148,7,53,2,31,ordinary,ordinary
"16,184","12,917",2.418,203,3,65,5,51,ordinary,ordinary
"33,684","24,571",7.488,235,1,76,3,57,ordinary,ordinary
"36,228","27,245",8.535,323,11,114,4,73,ordinary,ordinary
"19,084","14,465",7.414,247,5,85,3,64,ordinary,ordinary
"35,284","26,289",12.206,730,31,252,7,150,ordinary,ordinary
"35,839","26,879",6.526,100,5,36,3,19,ordinary,ordinary
"22,637","16,315",12.144,362,18,128,4,68,ordinary,ordinary
"24,568","17,635",4.294,176,4,57,4,40,ordinary,ordinary
"27,435","19,595",12.926,475,16,157,4,106,ordinary,ordinary
"29,536","21,101",9.823,657,35,247,8,136,ordinary,ordinary
"29,529","21,101",4.23,91,3,32,2,21,ordinary,ordinary
"30,420","21,749",10.325,308,4,106,3,76,ordinary,ordinary
"30,417","21,749",6.987,311,6,107,4,79,ordinary,ordinary
"23,311","16,814",15.794,680,34,241,5,135,ordinary,ordinary
"23,308","16,814",6.416,809,20,278,12,192,ordinary,ordinary
"15,558","12,495",7.471,142,4,49,2,32,ordinary,ordinary
"15,519","12,495",3.961,109,6,43,3,24,ordinary,ordinary
"31,164","22,231",6.014,575,19,199,10,129,ordinary,ordinary
"31,060","22,231",6.719,342,12,115,6,73,ordinary,ordinary
"11,730","10,691",5.773,389,6,123,6,95,ordinary,ordinary
"37,932","28,639",11.061,356,15,128,4,71,ordinary,ordinary
"30,896","22,116",6.541,145,2,48,2,36,ordinary,ordinary
"30,925","22,116",17.876,164,5,58,1,39,ordinary,ordinary
"23,197","16,727",4.746,228,5,84,4,56,ordinary,ordinary
"34,440","25,336",14.562,494,21,167,4,98,ordinary,ordinary
"34,404","25,336",20.704,546,21,183,3,103,ordinary,ordinary
"36,338","27,340",5.977,426,9,150,6,110,ordinary,ordinary
"34,464","25,407",6.256,221,8,76,4,48,ordinary,ordinary
"8,621","9,370",1.782,173,4,64,4,47,ordinary,ordinary
"36,218","27,236",7.678,312,15,104,5,65,ordinary,ordinary
"10,255","9,960",12.506,802,26,284,7,178,ordinary,ordinary
"33,868","21,744",5.345,240,9,86,6,50,ordinary,ordinary
"34,935","25,417",7.234,248,10,86,4,53,ordinary,ordinary
"17,417","13,590",3.605,188,7,73,3,57,ordinary,ordinary
"27,087","19,337",7.34,253,8,96,3,69,ordinary,ordinary
"34,031","21,586",11.36,"1,088",39,389,10,257,ordinary,ordinary
"30,271","21,640",0.91,84,1,27,3,21,ordinary,ordinary
"6,679","8,509",8.253,273,12,100,4,57,ordinary,ordinary
"27,287","19,493",4.602,275,5,99,5,67,ordinary,ordinary
"33,356","24,286",0.707,174,7,66,5,47,ordinary,ordinary
"23,278","16,791",6.95,418,15,148,6,97,ordinary,ordinary
"33,048","23,922",4.49,364,13,137,7,87,ordinary,ordinary
"37,841","28,560",4.014,53,3,19,2,11,ordinary,ordinary
"30,207","21,602",5.293,152,4,52,3,34,ordinary,ordinary
"32,107","23,009",2.162,149,3,51,4,37,ordinary,ordinary
"26,602","18,974",8.883,263,4,86,3,62,ordinary,ordinary
"24,912","17,849",2.957,152,4,51,4,36,ordinary,ordinary
"27,149","19,006",-0.707,62,0,21,2,18,ordinary,ordinary
"29,003","13,219",11.49,872,26,316,8,203,ordinary,ordinary
"30,829","22,081",4.23,91,2,34,2,21,ordinary,ordinary
"13,987","11,644",6.564,286,10,106,4,70,ordinary,ordinary
"33,905","24,765",4.78,243,6,87,4,62,ordinary,ordinary
"28,221","20,114",10.826,291,8,101,3,63,ordinary,ordinary
"19,389","14,638",4.301,329,11,121,6,82,ordinary,ordinary
"38,088","28,767",2.461,192,4,70,4,52,ordinary,ordinary
"37,957","28,655",6.603,267,12,98,4,62,ordinary,ordinary
"29,251","20,897",11.13,331,8,111,3,84,ordinary,ordinary
"18,507","14,158",9.914,632,21,219,7,139,ordinary,ordinary
"37,237","27,905",12.999,295,13,105,3,55,ordinary,ordinary
"27,281","19,482",5.337,551,14,185,12,119,ordinary,ordinary
"35,142","26,168",10.596,613,30,227,7,125,ordinary,ordinary
"33,429","24,348",11.268,420,14,151,4,95,ordinary,ordinary
"36,942","27,815",8.182,124,5,44,2,25,ordinary,ordinary
"37,140","27,764",3.084,108,2,34,3,25,ordinary,ordinary
"36,890","27,764",3.55,56,3,19,2,12,ordinary,ordinary
"7,830","8,988",13.306,607,20,210,5,134,ordinary,ordinary
"12,867","11,136",6.831,548,11,178,8,127,ordinary,ordinary
"35,193","26,207",10.703,"1,530",39,526,15,355,ordinary,ordinary
"9,970","9,863",13.82,775,20,267,6,181,ordinary,ordinary
"37,223","27,881",11.621,103,5,38,1,22,ordinary,ordinary
"34,833","25,422",21.67,986,33,338,5,216,ordinary,ordinary
"34,485","25,422",20.112,"1,824",66,633,10,388,ordinary,ordinary
"33,521","24,414",9.807,"1,039",59,386,13,212,ordinary,ordinary
"38,103","28,780",6.121,103,6,41,2,22,ordinary,ordinary
"16,213","12,970",10.127,486,14,168,5,113,ordinary,ordinary
"37,853","28,575",6.253,120,4,41,2,27,ordinary,ordinary
"33,789","24,663",4.707,271,6,92,5,65,ordinary,ordinary
"13,875","11,583",7.227,371,7,127,5,88,ordinary,ordinary
"37,819","28,529",7.506,681,27,243,9,160,ordinary,ordinary
"37,831","28,548",7.061,387,9,130,5,97,ordinary,ordinary
"14,591","11,962",5.695,250,10,95,4,60,ordinary,ordinary
"38,048","28,734",4.55,112,3,36,3,24,ordinary,ordinary
"20,255","15,077",27.939,258,12,104,1,52,ordinary,ordinary
"31,301","22,409",14.939,"1,900",63,627,14,416,ordinary,ordinary
"19,388","14,637",9.227,159,10,59,3,29,ordinary,ordinary
"18,436","14,118",8.496,232,3,70,3,51,ordinary,ordinary
"23,752","17,081",8.755,370,18,125,7,69,ordinary,ordinary
"36,645","27,577",1.496,206,4,71,5,56,ordinary,ordinary
"29,265","20,909",6.544,480,6,155,7,114,ordinary,ordinary
"33,663","24,556",4.453,107,5,38,2,26,ordinary,ordinary
"38,110","28,784",10.797,303,11,96,5,53,ordinary,ordinary
"35,938","26,984",11.463,536,19,185,5,122,ordinary,ordinary
"27,801","19,828",10.002,437,13,149,5,93,ordinary,ordinary
"33,618","24,507",8.983,335,9,113,4,75,ordinary,ordinary
"8,695","9,402",7.934,211,12,78,4,41,ordinary,ordinary
"29,898","21,353",5.413,103,3,32,2,23,ordinary,ordinary
"31,181","22,323",11.455,541,28,208,5,125,ordinary,ordinary
"21,508","15,662",5.125,295,12,103,7,63,ordinary,ordinary
"36,598","26,881",7.522,159,7,63,2,39,ordinary,ordinary
"26,437","18,568",5.104,160,7,60,3,37,ordinary,ordinary
"13,567","11,453",4.464,312,6,107,5,84,ordinary,ordinary
"19,773","14,853",6.473,164,7,62,3,35,ordinary,ordinary
"14,135","11,724",7.088,505,18,210,6,144,ordinary,ordinary
"32,279","23,138",10.385,"1,109",29,392,11,263,ordinary,ordinary
"6,658","8,500",6.68,473,17,167,7,110,ordinary,ordinary
"25,797","18,399",8.794,476,24,175,6,104,ordinary,ordinary
"36,464","27,435",8.814,441,19,151,6,92,ordinary,ordinary
"34,365","25,307",5.434,206,11,74,5,43,ordinary,ordinary
"29,443","21,043",7.341,315,5,109,4,78,ordinary,ordinary
"19,158","14,522",7.402,291,9,103,4,67,ordinary,ordinary
"26,349","18,797",10.065,"2,157",60,766,22,511,ordinary,ordinary
"26,338","18,797",11.658,"2,279",56,750,21,516,ordinary,ordinary
"31,465","22,531",4.746,220,4,72,4,53,ordinary,ordinary
"15,056","12,214",17.152,625,21,221,4,138,ordinary,ordinary
"32,383","23,221",10.58,836,29,291,9,178,ordinary,ordinary
"25,811","18,401",13.119,426,20,149,4,83,ordinary,ordinary
"24,648","17,690",5.907,102,3,34,2,22,ordinary,ordinary
"37,930","28,637",4.723,185,5,68,3,48,ordinary,ordinary
"35,989","27,027",17.089,749,35,272,5,150,ordinary,ordinary
"28,809","20,572",8.78,94,4,37,1,25,ordinary,ordinary
"37,814","16,654",12.807,"2,417",82,851,21,522,ordinary,ordinary
"22,412","16,172",4.605,195,7,70,4,45,ordinary,ordinary
"34,809","25,782",9.341,384,9,140,4,97,ordinary,ordinary
"33,410","11,094",14.668,810,35,302,6,183,ordinary,ordinary
"9,197","9,566",-0.611,100,3,38,4,27,ordinary,ordinary
"8,408","9,259",8.229,362,14,128,5,78,ordinary,ordinary
"36,992","27,793",9.312,935,27,322,11,206,ordinary,ordinary
"19,472","14,686",1.585,286,7,98,8,73,ordinary,ordinary
"37,215","28,066",0.45,110,0,36,3,31,ordinary,ordinary
"33,813","24,699",5.72,209,7,70,4,46,ordinary,ordinary
"35,834","26,875",8.411,555,15,182,7,125,ordinary,ordinary
"30,084","21,519",14.375,623,24,209,5,127,ordinary,ordinary
"30,082","21,519",10.714,193,7,70,2,42,ordinary,ordinary
"24,698","17,712",6.249,200,9,75,4,42,ordinary,ordinary
"37,849","28,571",7.419,286,5,93,4,65,ordinary,ordinary
"31,382","22,485",8.206,407,16,139,6,85,ordinary,ordinary
"9,902","6,699",9.625,143,6,47,2,28,ordinary,ordinary
"21,863","6,699",20.402,"1,285",68,467,7,261,ordinary,ordinary
"18,976","6,699",12.187,108,4,38,1,23,ordinary,ordinary
"3,772","6,699",10.069,138,4,46,2,26,ordinary,ordinary
"2,462","6,699",10.872,199,3,60,2,44,ordinary,ordinary
"2,836","6,699",16.176,684,28,247,5,132,ordinary,ordinary
"2,308","6,699",7.594,106,5,34,2,21,ordinary,ordinary
"6,431","6,699",14.414,243,14,89,2,48,ordinary,ordinary
"6,430","6,699",20.622,177,10,71,1,32,ordinary,ordinary
"8,115","6,699",7.533,124,5,46,2,26,ordinary,ordinary
"3,707","6,699",14.059,124,8,47,2,19,ordinary,ordinary
"18,975","6,699",5.544,110,4,40,2,25,ordinary,ordinary
"2,603","6,699",11.806,160,6,54,2,29,ordinary,ordinary
"35,167","26,193",6.498,187,8,64,4,38,ordinary,ordinary
"33,796","24,670",14.946,112,8,41,1,20,ordinary,ordinary
"32,493","23,307",7.179,835,35,301,13,182,ordinary,ordinary
"37,955","28,651",9.352,146,8,58,3,26,ordinary,ordinary
"32,929","23,837",10.47,881,24,288,10,182,ordinary,ordinary
"24,590","17,650",8.46,226,8,78,3,49,ordinary,ordinary
"38,050","28,735",12.519,725,15,251,6,181,ordinary,ordinary
"30,991","22,170",14.542,239,12,88,2,46,ordinary,ordinary
"33,505","24,404",4.922,369,15,131,7,86,ordinary,ordinary
"27,353","19,534",9.799,161,7,56,2,33,ordinary,ordinary
"35,876","26,918",5.961,218,6,76,4,48,ordinary,ordinary
"7,573","8,876",14.338,667,13,222,5,155,ordinary,ordinary
"33,344","24,271",10.005,855,24,302,9,196,ordinary,ordinary
"36,711","25,830",11.238,294,9,97,3,62,ordinary,ordinary
"24,961","17,877",8.849,"1,044",22,333,12,245,ordinary,ordinary
"33,717","24,600",12.463,346,12,130,3,78,ordinary,ordinary
"27,469","19,615",6.441,341,9,115,6,74,ordinary,ordinary
"26,389","18,833",6.599,449,19,156,8,96,ordinary,ordinary
"30,014","21,438",6.258,210,6,74,3,52,ordinary,ordinary
"19,501","14,701",6.456,330,6,114,5,77,ordinary,ordinary
"29,824","21,294",8.185,370,11,124,5,81,ordinary,ordinary
"30,374","21,710",10.757,608,22,209,7,122,ordinary,ordinary
"31,502","22,549",4.661,296,11,109,7,65,ordinary,ordinary
"22,654","16,325",14.277,266,12,101,2,62,ordinary,ordinary
"30,413","21,742",0.219,87,1,28,3,23,ordinary,ordinary
"33,036","23,930",8.872,713,31,251,10,146,ordinary,ordinary
"38,057","28,737",14.263,"1,415",57,490,12,275,ordinary,ordinary
"38,051","28,737",9.678,369,14,130,5,73,ordinary,ordinary
"28,903","20,652",6.743,279,7,92,5,59,ordinary,ordinary
"26,590","18,967",7.261,481,16,171,7,108,ordinary,ordinary
"34,336","25,276",12.99,651,27,230,6,130,ordinary,ordinary
"38,106","28,782",4.337,142,3,46,3,33,ordinary,ordinary
